,Geography Description,Date,Daily Footfall,Lost Path PfPI,901 Other PfPI,Late Crew PfPI,Late Stock PfPI,902 Other PfPI,On Time Percentage
1046,Liverpool Lime Street,2019-08-07,42380.0,100.0,0.0,57.0,197.0,4.0,0.5234042553191489
1047,Liverpool Lime Street,2019-08-08,46331.0,115.0,0.0,25.0,176.0,0.0,0.5297872340425532
1048,Liverpool Lime Street,2019-08-09,49543.0,187.0,0.0,70.0,247.0,17.0,0.47854077253218885
1049,Liverpool Lime Street,2019-08-12,44220.0,149.0,0.0,43.0,138.0,7.0,0.5087336244541485
1050,Liverpool Lime Street,2019-08-13,42441.0,188.0,4.0,71.0,112.0,5.0,0.4978165938864629
1051,Liverpool Lime Street,2019-08-14,41164.0,125.0,4.0,33.0,217.0,27.0,0.4150537634408602
1052,Liverpool Lime Street,2019-08-15,44008.0,165.0,0.0,0.0,31.0,3.0,0.5567685589519651
1053,Liverpool Lime Street,2019-08-16,46010.0,115.0,0.0,166.0,336.0,64.0,0.38202247191011235
1054,Liverpool Lime Street,2019-08-19,43374.0,101.0,3.0,24.0,42.0,3.0,0.5103734439834025
1055,Liverpool Lime Street,2019-08-20,41305.0,100.0,0.0,4.0,29.0,33.0,0.5726141078838174
1056,Liverpool Lime Street,2019-08-21,45325.0,276.0,20.0,63.0,216.0,9.0,0.460352422907489
1057,Liverpool Lime Street,2019-08-22,44950.0,84.0,0.0,19.0,63.0,9.0,0.5643776824034334
1058,Liverpool Lime Street,2019-08-23,52480.0,143.0,7.0,0.0,95.0,18.0,0.5409090909090909
1059,Liverpool Lime Street,2019-08-27,42411.0,147.0,0.0,0.0,94.0,26.0,0.49166666666666664
1060,Liverpool Lime Street,2019-08-28,41797.0,93.0,0.0,32.0,71.0,3.0,0.5387840670859538
1061,Liverpool Lime Street,2019-08-29,44471.0,187.0,8.0,248.0,138.0,77.0,0.4590909090909091
1062,Liverpool Lime Street,2019-08-30,50471.0,104.0,0.0,4.0,133.0,20.0,0.5637860082304527
1063,Liverpool Lime Street,2019-09-02,42329.0,137.0,9.0,3.0,60.0,3.0,0.6025369978858351
1064,Liverpool Lime Street,2019-09-03,38458.0,132.0,33.0,0.0,35.0,0.0,0.5306122448979592
1065,Liverpool Lime Street,2019-09-04,38576.0,115.0,0.0,7.0,113.0,3.0,0.6082474226804123
1066,Liverpool Lime Street,2019-09-05,40149.0,166.0,0.0,0.0,72.0,8.0,0.5669456066945606
1067,Liverpool Lime Street,2019-09-06,44068.0,112.0,5.0,6.0,37.0,0.0,0.5560165975103735
1068,Liverpool Lime Street,2019-09-09,38971.0,105.0,0.0,0.0,56.0,0.0,0.5581395348837209
1069,Liverpool Lime Street,2019-09-10,39664.0,123.0,3.0,0.0,58.0,16.0,0.5373134328358209
1070,Liverpool Lime Street,2019-09-11,40303.0,150.0,0.0,36.0,73.0,32.0,0.5268817204301075
1071,Liverpool Lime Street,2019-09-12,42061.0,51.0,3.0,16.0,29.0,0.0,0.5962732919254659
1072,Liverpool Lime Street,2019-09-13,50983.0,100.0,0.0,30.0,252.0,12.0,0.48337028824833705
1073,Liverpool Lime Street,2019-09-16,43880.0,167.0,0.0,9.0,158.0,14.0,0.5127659574468085
1074,Liverpool Lime Street,2019-09-17,43757.0,129.0,0.0,12.0,90.0,8.0,0.5872340425531914
1075,Liverpool Lime Street,2019-09-18,46222.0,164.0,0.0,11.0,53.0,4.0,0.519916142557652
1076,Liverpool Lime Street,2019-09-19,48469.0,132.0,0.0,20.0,101.0,17.0,0.5284210526315789
1077,Liverpool Lime Street,2019-09-20,55397.0,158.0,6.0,102.0,226.0,12.0,0.49897750511247446
1078,Liverpool Lime Street,2019-09-23,43096.0,116.0,6.0,11.0,96.0,0.0,0.5151515151515151
1079,Liverpool Lime Street,2019-09-24,39704.0,148.0,14.0,18.0,164.0,6.0,0.49469214437367304
1080,Liverpool Lime Street,2019-09-25,45566.0,102.0,0.0,4.0,50.0,8.0,0.5463917525773195
1081,Liverpool Lime Street,2019-09-26,44912.0,148.0,0.0,11.0,75.0,3.0,0.49473684210526314
1082,Liverpool Lime Street,2019-09-27,54357.0,98.0,0.0,34.0,156.0,0.0,0.51340206185567
1083,Liverpool Lime Street,2019-09-30,44746.0,187.0,0.0,22.0,114.0,10.0,0.5579399141630901
1084,Liverpool Lime Street,2019-10-01,42730.0,146.0,0.0,61.0,107.0,30.0,0.49002217294900224
1085,Liverpool Lime Street,2019-10-02,49713.0,103.0,4.0,59.0,186.0,25.0,0.4884210526315789
1086,Liverpool Lime Street,2019-10-03,48840.0,144.0,0.0,10.0,162.0,13.0,0.5228215767634855
1087,Liverpool Lime Street,2019-10-04,56835.0,177.0,3.0,34.0,399.0,24.0,0.4100877192982456
1088,Liverpool Lime Street,2019-10-07,44385.0,101.0,3.0,5.0,57.0,0.0,0.5653061224489796
1089,Liverpool Lime Street,2019-10-08,42496.0,143.0,20.0,17.0,119.0,28.0,0.5062761506276151
1090,Liverpool Lime Street,2019-10-09,44725.0,186.0,14.0,89.0,230.0,15.0,0.43790849673202614
1091,Liverpool Lime Street,2019-10-10,46646.0,189.0,0.0,62.0,161.0,27.0,0.42139737991266374
1092,Liverpool Lime Street,2019-10-11,55103.0,201.0,4.0,25.0,144.0,19.0,0.46382978723404256
1093,Liverpool Lime Street,2019-10-14,46353.0,152.0,15.0,18.0,191.0,35.0,0.4969574036511156
1094,Liverpool Lime Street,2019-10-15,44485.0,149.0,0.0,13.0,93.0,14.0,0.5314401622718052
1095,Liverpool Lime Street,2019-10-16,47235.0,220.0,0.0,28.0,185.0,26.0,0.44467640918580376
1096,Liverpool Lime Street,2019-10-17,47660.0,218.0,3.0,47.0,117.0,0.0,0.4834710743801653
1097,Liverpool Lime Street,2019-10-18,58361.0,114.0,0.0,11.0,86.0,3.0,0.5323590814196242
1098,Liverpool Lime Street,2019-10-21,48717.0,116.0,0.0,20.0,144.0,12.0,0.5423728813559322
1099,Liverpool Lime Street,2019-10-22,46452.0,125.0,0.0,10.0,120.0,3.0,0.4896694214876033
1100,Liverpool Lime Street,2019-10-23,49568.0,91.0,0.0,6.0,49.0,0.0,0.5876288659793815
1101,Liverpool Lime Street,2019-10-24,49723.0,271.0,4.0,45.0,241.0,46.0,0.3860759493670886
1102,Liverpool Lime Street,2019-10-25,58879.0,178.0,0.0,34.0,302.0,25.0,0.4174107142857143
1103,Liverpool Lime Street,2019-10-28,56169.0,207.0,10.0,22.0,199.0,10.0,0.4245939675174014
1104,Liverpool Lime Street,2019-10-29,50666.0,282.0,0.0,47.0,289.0,23.0,0.4429223744292237
1105,Liverpool Lime Street,2019-10-30,55964.0,164.0,9.0,129.0,224.0,44.0,0.4551569506726457
1106,Liverpool Lime Street,2019-10-31,54943.0,114.0,3.0,23.0,195.0,6.0,0.5043103448275862
1107,Liverpool Lime Street,2019-11-01,64210.0,123.0,8.0,3.0,351.0,10.0,0.37360178970917224
1108,Liverpool Lime Street,2019-11-04,47888.0,111.0,0.0,12.0,125.0,0.0,0.4708333333333333
1109,Liverpool Lime Street,2019-11-05,46162.0,138.0,0.0,19.0,146.0,0.0,0.4520255863539446
1110,Liverpool Lime Street,2019-11-06,49903.0,208.0,0.0,40.0,362.0,3.0,0.38509316770186336
1111,Liverpool Lime Street,2019-11-07,46398.0,167.0,4.0,274.0,352.0,137.0,0.38672768878718533
1112,Liverpool Lime Street,2019-11-08,59624.0,181.0,0.0,55.0,289.0,30.0,0.37259100642398285
1113,Liverpool Lime Street,2019-11-11,50387.0,236.0,0.0,78.0,436.0,8.0,0.35429769392033544
1114,Liverpool Lime Street,2019-11-12,44807.0,194.0,6.0,61.0,448.0,5.0,0.37723214285714285
1115,Liverpool Lime Street,2019-11-13,45829.0,210.0,8.0,0.0,209.0,0.0,0.39658848614072495
1116,Liverpool Lime Street,2019-11-14,49482.0,172.0,3.0,17.0,427.0,12.0,0.3674418604651163
1117,Liverpool Lime Street,2019-11-15,62436.0,191.0,7.0,48.0,316.0,0.0,0.4013452914798206
1118,Liverpool Lime Street,2019-11-18,47367.0,157.0,0.0,19.0,147.0,3.0,0.53125
1119,Liverpool Lime Street,2019-11-19,44140.0,122.0,13.0,53.0,181.0,3.0,0.45751633986928103
1120,Liverpool Lime Street,2019-11-20,47704.0,146.0,9.0,42.0,128.0,5.0,0.45588235294117646
1121,Liverpool Lime Street,2019-11-21,50297.0,127.0,5.0,44.0,72.0,7.0,0.45161290322580644
1122,Liverpool Lime Street,2019-11-22,64522.0,115.0,0.0,40.0,178.0,8.0,0.4393939393939394
1123,Liverpool Lime Street,2019-11-25,46061.0,97.0,0.0,16.0,181.0,10.0,0.5401785714285714
1124,Liverpool Lime Street,2019-11-26,46263.0,133.0,3.0,10.0,228.0,12.0,0.4588744588744589
1125,Liverpool Lime Street,2019-11-27,52863.0,133.0,7.0,60.0,272.0,22.0,0.43412526997840173
1126,Liverpool Lime Street,2019-11-28,57135.0,105.0,0.0,11.0,110.0,16.0,0.4831932773109244
1127,Liverpool Lime Street,2019-11-29,66876.0,261.0,0.0,62.0,269.0,14.0,0.3617511520737327
1128,Liverpool Lime Street,2019-12-02,50993.0,164.0,0.0,32.0,142.0,8.0,0.4676724137931034
1129,Liverpool Lime Street,2019-12-03,48942.0,149.0,0.0,31.0,167.0,0.0,0.4838709677419355
1130,Liverpool Lime Street,2019-12-04,53122.0,235.0,35.0,24.0,249.0,40.0,0.4416475972540046
1131,Liverpool Lime Street,2019-12-05,56361.0,200.0,3.0,25.0,141.0,31.0,0.4139433551198257
1132,Liverpool Lime Street,2019-12-06,62247.0,152.0,4.0,75.0,193.0,8.0,0.408983451536643
1133,Liverpool Lime Street,2019-12-09,48912.0,128.0,0.0,7.0,187.0,9.0,0.5438972162740899
1134,Liverpool Lime Street,2019-12-10,45221.0,256.0,15.0,57.0,144.0,41.0,0.45
1135,Liverpool Lime Street,2019-12-11,50236.0,190.0,18.0,116.0,166.0,73.0,0.43577981651376146
1136,Liverpool Lime Street,2019-12-12,49781.0,145.0,3.0,51.0,282.0,12.0,0.46120689655172414
1137,Liverpool Lime Street,2019-12-13,62940.0,139.0,0.0,70.0,328.0,62.0,0.35933806146572106
1138,Liverpool Lime Street,2019-12-16,48528.0,128.0,0.0,46.0,235.0,32.0,0.5128205128205128
1139,Liverpool Lime Street,2019-12-17,45033.0,110.0,0.0,46.0,304.0,5.0,0.4460431654676259
1140,Liverpool Lime Street,2019-12-18,47732.0,143.0,5.0,0.0,310.0,0.0,0.5206422018348624
1141,Liverpool Lime Street,2019-12-19,47089.0,101.0,3.0,33.0,266.0,3.0,0.5083135391923991
1142,Liverpool Lime Street,2019-12-20,54461.0,112.0,3.0,52.0,154.0,15.0,0.5036674816625917
1143,Liverpool Lime Street,2019-12-23,47642.0,109.0,0.0,25.0,192.0,49.0,0.4963855421686747
1144,Liverpool Lime Street,2019-12-24,29787.0,56.0,3.0,15.0,23.0,15.0,0.5382165605095541
1145,Liverpool Lime Street,2019-12-27,45689.0,109.0,8.0,4.0,304.0,66.0,0.4024390243902439
1146,Liverpool Lime Street,2019-12-30,49763.0,109.0,0.0,9.0,101.0,0.0,0.584051724137931
1147,Liverpool Lime Street,2019-12-31,35412.0,76.0,3.0,48.0,36.0,0.0,0.6276346604215457
1148,Liverpool Lime Street,2020-01-02,43845.0,42.0,0.0,0.0,98.0,0.0,0.6134453781512605
1149,Liverpool Lime Street,2020-01-03,46552.0,99.0,0.0,14.0,77.0,0.0,0.6617647058823529
1150,Liverpool Lime Street,2020-01-06,39155.0,52.0,3.0,20.0,30.0,32.0,0.625
1151,Liverpool Lime Street,2020-01-07,36544.0,47.0,0.0,20.0,22.0,0.0,0.6652452025586354
1152,Liverpool Lime Street,2020-01-08,37188.0,95.0,0.0,16.0,61.0,0.0,0.5953389830508474
1153,Liverpool Lime Street,2020-01-09,37913.0,80.0,0.0,0.0,134.0,3.0,0.6398305084745762
1154,Liverpool Lime Street,2020-01-10,43431.0,98.0,4.0,0.0,72.0,0.0,0.6363636363636364
1155,Liverpool Lime Street,2020-01-13,39228.0,95.0,8.0,74.0,150.0,14.0,0.5374732334047109
1156,Liverpool Lime Street,2020-01-14,38868.0,92.0,7.0,15.0,86.0,15.0,0.5318681318681319
1157,Liverpool Lime Street,2020-01-15,41889.0,81.0,0.0,5.0,41.0,0.0,0.6054852320675106
1158,Liverpool Lime Street,2020-01-16,42923.0,140.0,7.0,25.0,223.0,5.0,0.5366379310344828
1159,Liverpool Lime Street,2020-01-17,47560.0,62.0,0.0,0.0,83.0,0.0,0.6298701298701299
1160,Liverpool Lime Street,2020-01-20,46605.0,105.0,0.0,47.0,183.0,7.0,0.5363247863247863
1161,Liverpool Lime Street,2020-01-21,43123.0,98.0,0.0,16.0,122.0,11.0,0.5655913978494623
1162,Liverpool Lime Street,2020-01-22,43853.0,84.0,0.0,0.0,66.0,12.0,0.6574468085106383
1163,Liverpool Lime Street,2020-01-23,45694.0,90.0,0.0,0.0,94.0,3.0,0.6175213675213675
1164,Liverpool Lime Street,2020-01-24,51100.0,63.0,0.0,17.0,133.0,0.0,0.6008492569002123
1165,Liverpool Lime Street,2020-01-27,43521.0,49.0,0.0,5.0,70.0,0.0,0.6551724137931034
1166,Liverpool Lime Street,2020-01-28,43296.0,67.0,0.0,12.0,64.0,4.0,0.6553911205073996
1167,Liverpool Lime Street,2020-01-29,46163.0,82.0,8.0,0.0,118.0,4.0,0.6331236897274634
1168,Liverpool Lime Street,2020-01-30,45708.0,127.0,8.0,10.0,120.0,5.0,0.5720524017467249
1169,Liverpool Lime Street,2020-01-31,54768.0,71.0,0.0,0.0,114.0,3.0,0.5975103734439834
1170,Liverpool Lime Street,2020-02-03,45299.0,85.0,12.0,6.0,125.0,12.0,0.5878524945770065
1171,Liverpool Lime Street,2020-02-04,44411.0,83.0,0.0,10.0,130.0,3.0,0.609704641350211
1172,Liverpool Lime Street,2020-02-05,44256.0,92.0,4.0,11.0,36.0,0.0,0.6192468619246861
1173,Liverpool Lime Street,2020-02-06,45038.0,80.0,0.0,16.0,149.0,0.0,0.5397849462365591
1174,Liverpool Lime Street,2020-02-07,54407.0,67.0,4.0,14.0,86.0,3.0,0.5762004175365344
1175,Liverpool Lime Street,2020-02-10,43915.0,100.0,0.0,72.0,504.0,29.0,0.49166666666666664
1176,Liverpool Lime Street,2020-02-11,39376.0,148.0,3.0,10.0,156.0,30.0,0.5531453362255966
1177,Liverpool Lime Street,2020-02-12,44334.0,78.0,3.0,30.0,72.0,10.0,0.5625
1178,Liverpool Lime Street,2020-02-13,46762.0,109.0,6.0,25.0,192.0,0.0,0.5114345114345115
1179,Liverpool Lime Street,2020-02-14,55796.0,93.0,0.0,39.0,81.0,13.0,0.567287784679089
1180,Liverpool Lime Street,2020-02-17,51090.0,114.0,0.0,13.0,180.0,14.0,0.5617283950617284
1181,Liverpool Lime Street,2020-02-18,49167.0,76.0,0.0,0.0,66.0,4.0,0.6186612576064908
1182,Liverpool Lime Street,2020-02-19,49646.0,93.0,69.0,77.0,167.0,26.0,0.5305263157894737
1183,Liverpool Lime Street,2020-02-20,51478.0,99.0,0.0,13.0,36.0,9.0,0.6025917926565875
1184,Liverpool Lime Street,2020-02-21,60593.0,97.0,0.0,30.0,151.0,17.0,0.5571428571428572
1185,Liverpool Lime Street,2020-02-24,47235.0,165.0,5.0,44.0,286.0,21.0,0.4711934156378601
1186,Liverpool Lime Street,2020-02-25,50460.0,131.0,0.0,8.0,150.0,13.0,0.5893223819301848
1187,Liverpool Lime Street,2020-02-26,46826.0,115.0,5.0,3.0,144.0,17.0,0.5655737704918032
1188,Liverpool Lime Street,2020-02-27,49114.0,73.0,3.0,12.0,68.0,0.0,0.6144578313253012
1189,Liverpool Lime Street,2020-02-28,56184.0,124.0,6.0,52.0,280.0,57.0,0.5010482180293501
1190,Liverpool Lime Street,2020-03-02,44864.0,23.0,0.0,23.0,179.0,6.0,0.6835443037974683
1191,Liverpool Lime Street,2020-03-03,39442.0,79.0,15.0,11.0,206.0,0.0,0.5363247863247863
1192,Liverpool Lime Street,2020-03-04,42475.0,106.0,0.0,14.0,173.0,0.0,0.5798319327731093
1193,Liverpool Lime Street,2020-03-05,45518.0,58.0,7.0,16.0,84.0,0.0,0.5881147540983607
1194,Liverpool Lime Street,2020-03-06,53648.0,91.0,3.0,48.0,159.0,4.0,0.5786290322580645
1195,Liverpool Lime Street,2020-03-09,41892.0,98.0,0.0,17.0,103.0,12.0,0.578494623655914
1196,Liverpool Lime Street,2020-03-10,41414.0,89.0,3.0,21.0,153.0,0.0,0.5777777777777777
1197,Liverpool Lime Street,2020-03-11,45382.0,92.0,0.0,0.0,110.0,0.0,0.5557851239669421
1198,Liverpool Lime Street,2020-03-12,50458.0,137.0,3.0,24.0,147.0,15.0,0.5731462925851704
1199,Liverpool Lime Street,2020-03-13,49419.0,69.0,8.0,12.0,10.0,8.0,0.6346938775510204
1200,Liverpool Lime Street,2020-03-16,33899.0,74.0,0.0,0.0,89.0,0.0,0.6372950819672131
1201,Liverpool Lime Street,2020-03-17,28256.0,56.0,0.0,8.0,94.0,12.0,0.6615720524017468
1202,Liverpool Lime Street,2020-03-18,23047.0,61.0,5.0,0.0,26.0,0.0,0.7019438444924406
1203,Liverpool Lime Street,2020-03-19,20907.0,70.0,0.0,0.0,119.0,0.0,0.6356589147286822
1204,Liverpool Lime Street,2020-03-20,18823.0,58.0,0.0,0.0,104.0,0.0,0.6894409937888198
1205,Liverpool Lime Street,2020-03-23,11872.0,26.0,0.0,26.0,90.0,0.0,0.5428571428571428
1206,Liverpool Lime Street,2020-03-24,7792.0,17.0,0.0,0.0,118.0,0.0,0.717391304347826
1207,Liverpool Lime Street,2020-03-25,5969.0,4.0,0.0,0.0,102.0,0.0,0.7296137339055794
1208,Liverpool Lime Street,2020-03-26,5500.0,16.0,3.0,0.0,25.0,0.0,0.7455357142857143
1209,Liverpool Lime Street,2020-03-27,5173.0,15.0,0.0,2.0,20.0,0.0,0.7393162393162394
1210,Liverpool Lime Street,2020-03-30,4845.0,3.0,0.0,0.0,18.0,0.0,0.726775956284153
1211,Liverpool Lime Street,2020-03-31,4575.0,16.0,0.0,0.0,7.0,0.0,0.8087431693989071
1212,Liverpool Lime Street,2020-04-01,4562.0,5.0,0.0,0.0,36.0,0.0,0.8360655737704918
1213,Liverpool Lime Street,2020-04-02,4527.0,0.0,0.0,0.0,0.0,0.0,0.8743169398907104
1214,Liverpool Lime Street,2020-04-03,4581.0,11.0,0.0,0.0,16.0,0.0,0.8342541436464088
1215,Liverpool Lime Street,2020-04-06,4505.0,0.0,0.0,0.0,8.0,0.0,0.8633879781420765
1216,Liverpool Lime Street,2020-04-08,4268.0,0.0,0.0,0.0,8.0,0.0,0.8524590163934426
1217,Liverpool Lime Street,2020-04-14,3959.0,0.0,0.0,0.0,0.0,0.0,0.8655913978494624
1218,Liverpool Lime Street,2020-04-16,4292.0,7.0,0.0,0.0,9.0,0.0,0.8494623655913979
1219,Liverpool Lime Street,2020-04-17,3861.0,3.0,0.0,0.0,10.0,0.0,0.8864864864864865
1220,Liverpool Lime Street,2020-04-21,4325.0,4.0,0.0,0.0,24.0,0.0,0.8494623655913979
1221,Liverpool Lime Street,2020-04-22,4125.0,0.0,0.0,17.0,0.0,0.0,0.8729281767955801
1222,Liverpool Lime Street,2020-04-24,4520.0,4.0,0.0,0.0,13.0,0.0,0.8387096774193549
1223,Liverpool Lime Street,2020-04-28,4049.0,0.0,0.0,0.0,0.0,0.0,0.9037433155080213
1224,Liverpool Lime Street,2020-04-30,4032.0,0.0,0.0,0.0,0.0,0.0,0.8663101604278075
1225,Liverpool Lime Street,2020-05-04,4934.0,0.0,0.0,0.0,18.0,0.0,0.8165680473372781
1226,Liverpool Lime Street,2020-05-05,4429.0,9.0,0.0,0.0,9.0,0.0,0.8770053475935828
1227,Liverpool Lime Street,2020-05-07,4654.0,3.0,0.0,0.0,82.0,0.0,0.8609625668449198
1228,Liverpool Lime Street,2020-05-11,5548.0,0.0,0.0,0.0,5.0,0.0,0.9197860962566845
1229,Liverpool Lime Street,2020-05-12,5457.0,5.0,0.0,25.0,19.0,0.0,0.8010752688172043
1230,Liverpool Lime Street,2020-05-13,5583.0,0.0,0.0,24.0,5.0,0.0,0.9032258064516129
1231,Liverpool Lime Street,2020-05-15,5657.0,3.0,0.0,0.0,0.0,0.0,0.8716577540106952
1232,Liverpool Lime Street,2020-05-18,7266.0,3.0,0.0,0.0,0.0,0.0,0.8918918918918919
1233,Liverpool Lime Street,2020-05-19,6575.0,19.0,0.0,0.0,84.0,3.0,0.8101694915254237
1234,Liverpool Lime Street,2020-05-20,7047.0,22.0,0.0,0.0,36.0,4.0,0.7582417582417582
1235,Liverpool Lime Street,2020-05-21,6315.0,10.0,0.0,0.0,0.0,5.0,0.8068181818181818
1236,Liverpool Lime Street,2020-05-22,7149.0,4.0,0.0,0.0,18.0,0.0,0.8448275862068966
1237,Liverpool Lime Street,2020-05-26,7052.0,0.0,0.0,0.0,12.0,0.0,0.8440677966101695
1238,Liverpool Lime Street,2020-05-27,7332.0,7.0,0.0,0.0,17.0,0.0,0.891156462585034
1239,Liverpool Lime Street,2020-05-28,7457.0,11.0,0.0,17.0,8.0,0.0,0.8707482993197279
1240,Liverpool Lime Street,2020-05-29,8156.0,4.0,0.0,0.0,5.0,0.0,0.831081081081081
1241,Liverpool Lime Street,2020-06-01,9507.0,9.0,0.0,0.0,0.0,0.0,0.8885135135135135
1242,Liverpool Lime Street,2020-06-02,8987.0,0.0,0.0,0.0,8.0,0.0,0.8952702702702703
1243,Liverpool Lime Street,2020-06-03,7133.0,21.0,0.0,0.0,21.0,0.0,0.8668941979522184
1244,Liverpool Lime Street,2020-06-04,7793.0,15.0,0.0,0.0,9.0,8.0,0.8620689655172413
1245,Liverpool Lime Street,2020-06-05,8382.0,12.0,0.0,0.0,16.0,0.0,0.8378378378378378
1246,Liverpool Lime Street,2020-06-08,8704.0,0.0,0.0,0.0,7.0,0.0,0.8859060402684564
1247,Liverpool Lime Street,2020-06-09,8403.0,28.0,4.0,0.0,23.0,0.0,0.8610169491525423
1248,Liverpool Lime Street,2020-06-10,8379.0,17.0,0.0,0.0,28.0,11.0,0.8839590443686007
1249,Liverpool Lime Street,2020-06-11,7969.0,19.0,0.0,0.0,0.0,0.0,0.911864406779661
1250,Liverpool Lime Street,2020-06-12,9027.0,3.0,0.0,0.0,16.0,0.0,0.8338983050847457
1251,Liverpool Lime Street,2020-06-15,11535.0,0.0,0.0,0.0,0.0,0.0,0.9121621621621622
1252,Liverpool Lime Street,2020-06-16,9686.0,3.0,0.0,0.0,57.0,0.0,0.9119718309859155
1253,Liverpool Lime Street,2020-06-17,10139.0,11.0,0.0,0.0,0.0,3.0,0.825503355704698
1254,Liverpool Lime Street,2020-06-18,8919.0,0.0,0.0,0.0,3.0,0.0,0.888135593220339
1255,Liverpool Lime Street,2020-06-19,12166.0,3.0,10.0,33.0,19.0,0.0,0.8356164383561644
1256,Liverpool Lime Street,2020-06-22,11937.0,13.0,0.0,0.0,0.0,8.0,0.8783783783783784
1257,Liverpool Lime Street,2020-06-23,11817.0,32.0,0.0,0.0,8.0,0.0,0.8154362416107382
1258,Liverpool Lime Street,2020-06-24,13770.0,11.0,0.0,15.0,6.0,0.0,0.7331081081081081
1259,Liverpool Lime Street,2020-06-25,14105.0,3.0,0.0,0.0,13.0,0.0,0.8435374149659864
1260,Liverpool Lime Street,2020-06-26,13313.0,6.0,0.0,0.0,7.0,0.0,0.8338983050847457
1261,Liverpool Lime Street,2020-06-29,12370.0,10.0,0.0,0.0,0.0,0.0,0.8590604026845637
1262,Liverpool Lime Street,2020-06-30,12446.0,10.0,0.0,0.0,3.0,0.0,0.8430034129692833
1263,Liverpool Lime Street,2020-07-01,12713.0,8.0,0.0,0.0,7.0,0.0,0.8653198653198653
1264,Liverpool Lime Street,2020-07-02,11753.0,21.0,0.0,0.0,0.0,0.0,0.856655290102389
1265,Liverpool Lime Street,2020-07-03,13588.0,14.0,0.0,16.0,59.0,0.0,0.8527397260273972
1266,Liverpool Lime Street,2020-07-06,15007.0,8.0,0.0,0.0,0.0,0.0,0.8264984227129337
1267,Liverpool Lime Street,2020-07-07,12297.0,13.0,0.0,0.0,7.0,0.0,0.842948717948718
1268,Liverpool Lime Street,2020-07-08,14320.0,10.0,0.0,0.0,51.0,3.0,0.8375796178343949
1269,Liverpool Lime Street,2020-07-09,14554.0,13.0,0.0,0.0,5.0,3.0,0.8285714285714286
1270,Liverpool Lime Street,2020-07-10,18005.0,20.0,0.0,41.0,4.0,30.0,0.7827476038338658
1271,Liverpool Lime Street,2020-07-13,16521.0,14.0,0.0,0.0,16.0,0.0,0.8476190476190476
1272,Liverpool Lime Street,2020-07-14,15259.0,13.0,0.0,0.0,12.0,9.0,0.8178913738019169
1273,Liverpool Lime Street,2020-07-15,15369.0,22.0,0.0,0.0,5.0,0.0,0.8386075949367089
1274,Liverpool Lime Street,2020-07-16,17193.0,19.0,3.0,0.0,4.0,0.0,0.8553459119496856
1275,Liverpool Lime Street,2020-07-17,20679.0,26.0,5.0,73.0,13.0,0.0,0.7641509433962265
1276,Liverpool Lime Street,2020-07-20,18209.0,24.0,0.0,0.0,31.0,0.0,0.799373040752351
1277,Liverpool Lime Street,2020-07-21,17656.0,3.0,0.0,0.0,0.0,0.0,0.8522012578616353
1278,Liverpool Lime Street,2020-07-22,18385.0,4.0,0.0,0.0,2.0,0.0,0.8113207547169812
1279,Liverpool Lime Street,2020-07-23,17487.0,16.0,0.0,0.0,17.0,0.0,0.8050314465408805
1280,Liverpool Lime Street,2020-07-24,22014.0,7.0,0.0,6.0,0.0,0.0,0.8270440251572327
1281,Liverpool Lime Street,2020-07-27,17575.0,59.0,3.0,0.0,42.0,0.0,0.8044871794871795
1282,Liverpool Lime Street,2020-07-28,16934.0,16.0,0.0,0.0,20.0,0.0,0.8307210031347962
1283,Liverpool Lime Street,2020-07-29,18469.0,6.0,0.0,0.0,0.0,0.0,0.7949526813880127
1284,Liverpool Lime Street,2020-07-30,20045.0,3.0,0.0,0.0,0.0,0.0,0.8589341692789969
1285,Liverpool Lime Street,2020-07-31,25634.0,30.0,4.0,0.0,110.0,10.0,0.662379421221865
1286,Liverpool Lime Street,2020-08-03,21148.0,14.0,0.0,0.0,9.0,0.0,0.8201892744479495
1287,Liverpool Lime Street,2020-08-04,18509.0,20.0,0.0,0.0,8.0,0.0,0.819620253164557
1288,Liverpool Lime Street,2020-08-05,19851.0,21.0,0.0,0.0,37.0,3.0,0.819620253164557
1289,Liverpool Lime Street,2020-08-06,20844.0,4.0,0.0,0.0,26.0,0.0,0.819620253164557
1290,Liverpool Lime Street,2020-08-07,25073.0,21.0,0.0,0.0,20.0,0.0,0.6793650793650794
1291,Liverpool Lime Street,2020-08-10,22284.0,20.0,0.0,0.0,4.0,0.0,0.8490566037735849
1292,Liverpool Lime Street,2020-08-11,20420.0,7.0,0.0,47.0,43.0,0.0,0.7917981072555205
1293,Liverpool Lime Street,2020-08-12,22177.0,15.0,0.0,7.0,28.0,0.0,0.7898305084745763
1294,Liverpool Lime Street,2020-08-13,21034.0,8.0,0.0,0.0,18.0,0.0,0.8343949044585988
1295,Liverpool Lime Street,2020-08-14,23982.0,13.0,0.0,0.0,7.0,0.0,0.8706624605678234
1296,Liverpool Lime Street,2020-08-17,22271.0,3.0,0.0,0.0,41.0,8.0,0.8253968253968254
1297,Liverpool Lime Street,2020-08-18,21418.0,22.0,0.0,0.0,16.0,0.0,0.8135048231511254
1298,Liverpool Lime Street,2020-08-19,22318.0,3.0,0.0,0.0,10.0,0.0,0.8113207547169812
